AT2017fel,0.031,,Y,PSO J212913.446+001741.187 (CGCG 375-044   NED),21:29:13.38,-00:17:40.93,21:29:13.446,-00:17:41.21,2017-07-05,1024,NED,,,17.825,,17.076,0.99,-0.28,1.03,105.79,,,https://wis-tns.weizmann.ac.il/object/2017fel,,,
AT2017gjd,0.023 ,,Y,2MASX J20034478-2759181 (PSO J200344.765-275917.839	),20:03:44.90,-27:59:19.14,20:03:44.77,-27:59:18.0,2017-08-29,969,NED,20 03 44.769,-27 59 17.96,17.699,,17.076,-1.74,1.18,2.10,304.22,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17lj.png,,,,
PS17ajt,0.03,2017aac,Y,PSO J081030.788+051536.294,08:10:30.93,+05:15:37.15,,,2017-01-29,1181,SN,08:10:30.787,05:15:36.24,18.151,,17.092,-2.14,-0.91,2.32,246.92,11/25/19 - LRIS,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1081030921051537100/,,,,
2019gcw,0.035,,N,2MASX J15163589+0705092,15:16:36.705,+07:04:00.51,15:16:35.876,07:05:09.07,2019-05-30,330,NED,,,17.748,,17.104,-12.34,68.56,69.66,349.80,02/18/20-KAST,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=229.1529394&dec=7.0668082&scale=0.1981,,,
2018jny,0.03,,N,SDSS J092438.14+252352.7 ,09:24:37.747,25:23:42.36,09:24:38.140,25:23:52.80,2018-12-09,502,NED,,,17.52,,17.12,5.33,10.44,11.72,27.03,02/12/20-KAST,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=141.1572807&dec=25.3951003&scale=0.1981,,,
2018huw,0.034,,N,GALEXASC J003912.30-051201.4,00:39:12.22,-05:12:02.50,00:39:12.28,-05:12:02.2,2018-11-01,540,SN - ATEL 12212,,,17.54,,17.13,0.90,0.30,0.95,71.49,,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=9.8009005&dec=-5.2006935&scale=0.1981,,,
2019tja,0.010621,,N,IC 5173B,22:14:32.604,-69:22:11.64,22:14:38.67,-69:22:03.9,2019-10-25,182,NED,,,,,17.147,32.06,7.73,32.98,76.44,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-19zv.png,,,,
ASASSN16hw,0.017,2016ekt,Y,GALEXASC J215327.92-342420.8 ,21:53:27.882,-34:24:20.95,21:53:27.97,-34:24:21.6,2016-07-24,1370,SN,,skym,17.488,,17.165,1.09,-0.65,1.27,120.83,10/27/2018-SOAR,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16hw.png,http://skymapper.anu.edu.au/cone-search/requests/ACDR0TD3/,,,
2019bjw,0.03005,,N,2MASX J10554741+2740166,10:55:47.434,27:40:20.35,10:55:47.441,+27:40:16.86,2019-03-02,419,NED,,,17.678,,17.169,0.09,-3.49,3.49,178.47,02/12/20-KAST,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19dw.png,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19dw.png,,,
2018xz,0.033537,,Y,2MASX J10023148+1343409 ,10:02:31.55,13:43:42.82,10:02:31.461,13:43:41.41,2018-02-21,793,NED,,,17.854,,17.182,-1.30,-1.41,1.92,222.61,01/03/2019-KAST,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18dl.png,,,,
2018bft,0.075,,Y,SDSS J135319.28-045134.6,13:53:19.146 ,-04:51:31.87,13:53:19.28,-04:51:35.6,2018-05-02,723,NED,,,17.82,,17.21,2.00,-3.73,4.23,151.77,02/18/20-KAST,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=208.329775&dec=-4.858853&scale=0.1981,,,
ASASSN16ov,0.023,2016ixb,Y,PSO J045359.761+015745.828,04:54:00.04,01:57:46.62,04:53:59.767,01:57:45.70,2016-12-17,1224,NED,,,17.946,,17.297,-4.09,-0.92,4.19,257.33,09/13/18-LRIS,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16ov.png,,,,
2019lsu,0.033,,N,2MASS J00285154-0104221 ,00:28:51.693,-01:04:24.75,00:28:51.570,-01:04:22.20,2019-07-24 ,275,NED,,,17.73,,17.33,-1.84,2.55,3.15,324.12,10/29/19-KAST,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=7.21533660976&dec=-1.07346011&scale=0.1981,,,
ATLAS17exo,0.044,2017djl,Y,2MASX J12522048-1557297 (PSO J125220.494-155729.258        ),12:52:20.39,-15:57:37.32,12:52:20.469,-15:57:29.77,2017-04-28,1092,NED,12 52 20.492,-15 57 29.28,17.819,,17.356,1.47,8.04,8.17,10.37,2020-03-02 - KAST,,https://wis-tns.weizmann.ac.il/object/2017djl,,,
AT2017evb,0.032,,Y,2MASX J21451729-3749462  ,21:45:16.50,-37:49:45.69,21:45:17.29,-37:49:46.1,2017-06-18,1041,NED,,skym,17.477,18.2,17.356,9.36,-0.41,9.37,92.51,,,http://irsa.ipac.caltech.edu/applications/finderchart/?__action=table.search&request=%7B%22startIdx%22%3A0%2C%22pageSize%22%3A100%2C%22id%22%3A%22QueryFinderChartWeb%22%2C%22tbl_id%22%3A%22results%22%2C%22UserTargetWorldPt%22%3A%22326.31874999999997%3B-37.82935833333334%3BEQ_J2000%22%2C%22imageSizeAndUnit%22%3A%220.08333333333333333%22%2C%22thumbnail_size%22%3A%22192%22%2C%22selectImage%22%3A%22dss%2Csdss%2C2mass%2Cwise%2Cseip%2Cakari%22%2C%22searchCatalog%22%3A%22yes%22%2C%22searchType%22%3A%22radiusInArcSec%22%2C%22txSDSS%22%3A%225%22%2C%22tx2MASS%22%3A%225%22%2C%22txWISE%22%3A%225%22%2C%22txSEIP%22%3A%225%22%2C%22txAKARI%22%3A%225%22%2C%22ckgDSS%22%3A%22dss1Blue%2Cdss1Red%2Cdss2Blue%2Cdss2Red%2Cdss2IR%22%2C%22ckgSDSS%22%3A%22u%2Cg%2Cr%2Cz%22%2C%22ckg2MASS%22%3A%22j%2Ch%2Ck%22%2C%22ckgWISE%22%3A%22w1%2Cw2%2Cw3%2Cw4%22%2C%22ckgSEIP%22%3A%22irac1%2Cirac2%2Cirac3%2Cirac4%2Cmips24%22%2C%22ckgAKARI%22%3A%22n60%2CwideS%2CwideL%2Cn160%22%2C%22imageSearchOptions%22%3A%22closed%22%2C%22META_INFO%22%3A%7B%22title%22%3A%22QueryFinderChartWeb%22%2C%22tbl_id%22%3A%22results%22%7D%7D&options=%7B%22tbl_group%22%3A%22results%22%2C%22removable%22%3Afalse%2C%22showTitle%22%3Afalse%2C%22pageSize%22%3A100%7D,http://skymapper.anu.edu.au/cone-search/requests/869HF7OS/,,
AT2017hyn,0.053,,Y,Foundation/2MASS J02382726-0802033 ,02:38:27.01,-08:02:09.71,02:38:27.261,-08:02:02.91,2017-11-07,899,NED,,,17.88,,17.36,3.73,6.80,7.75,28.73,10/29/19-KAST,,https://wis-tns.weizmann.ac.il/object/2017hyn,,,
2019lrj,0.051,,N,2MASX J20183895-5400244,20:18:37.910,-54:00:24.16,20:18:38.97,-54:00:24.4,2019-07-24,275,NED,,,17.739,,17.38,9.34,-0.24,9.35,91.47,,,,,,
2018bfs,0.102,K2,N,PSO J133433.574-132547.914,13:34:34.00,-13:25:45.33,,,2018-05-02,723,galaxy,13 34 33.571,-13 25 47.93,18.397,,17.407,-6.26,-2.60,6.78,247.44,,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1133433990132545200/,,,,
2019dfa,0.025731,,N,IC 0582,09:58:59.807 ,17:49:07.66,09:59:00.225,+17:49:01.72,2019-04-10,380,NED,,,18.239,,17.408,5.97,-5.94,8.42,134.86,02/12/20-KAST,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=149.7491975&dec=17.818795&scale=0.1981,,,
2018cjy,0.064094,,N,PSO J125946.360-253556.802 (AM 1257-251,12:59:45.30,-25:36:06.13,,,2018-06-12 ,682,NED,12 59 46.358,-25 35 56.89,18.431,,17.439,14.31,9.24,17.04,57.15,,,https://wis-tns.weizmann.ac.il/object/2018cjy,,,
AT2017erv,0.013,,Y,AM 1904-844  ,19:18:47.39,-84:41:51.29,19:18:46.73,-84:41:53.8,2017-06-13,1046,NED,,skym: ,17.455,,17.525,-0.91,-2.51,2.67,200.02,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17ho.png,http://skymapper.anu.edu.au/cone-search/requests/C2E9QL2Q/,,,
AT2018tq,0.028676,,Y,IC 3671,12:41:51.38,23:30:42.52,12:41:51.377,23:30:38.39,2018-02-10,804,NED,,,18.272,,17.557,-0.04,-4.13,4.13,180.57,02/12/20-KAST,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18cj.png,,,,
2018exc,0.057,,N,2MFGC 15903  ,21:00:08.02,-40:21:30.94,21:00:07.73, -40:21:30.1,2018-08-11,622,SN,,skym,17.789,,17.558,-3.31,0.84,3.42,284.22,10/27/2018-SOAR,,http://irsa.ipac.caltech.edu/applications/finderchart/?__action=table.search&request=%7B%22startIdx%22%3A0%2C%22pageSize%22%3A100%2C%22id%22%3A%22QueryFinderChartWeb%22%2C%22tbl_id%22%3A%22results%22%2C%22UserTargetWorldPt%22%3A%22315.0334166666667%3B-40.35859444444445%3BEQ_J2000%22%2C%22imageSizeAndUnit%22%3A%220.08333333333333333%22%2C%22thumbnail_size%22%3A%22192%22%2C%22selectImage%22%3A%22dss%2Csdss%2C2mass%2Cwise%2Cseip%2Cakari%22%2C%22searchCatalog%22%3A%22yes%22%2C%22searchType%22%3A%22radiusInArcSec%22%2C%22txSDSS%22%3A%225%22%2C%22tx2MASS%22%3A%225%22%2C%22txWISE%22%3A%225%22%2C%22txSEIP%22%3A%225%22%2C%22txAKARI%22%3A%225%22%2C%22ckgDSS%22%3A%22dss1Blue%2Cdss1Red%2Cdss2Blue%2Cdss2Red%2Cdss2IR%22%2C%22ckgSDSS%22%3A%22u%2Cg%2Cr%2Cz%22%2C%22ckg2MASS%22%3A%22j%2Ch%2Ck%22%2C%22ckgWISE%22%3A%22w1%2Cw2%2Cw3%2Cw4%22%2C%22ckgSEIP%22%3A%22irac1%2Cirac2%2Cirac3%2Cirac4%2Cmips24%22%2C%22ckgAKARI%22%3A%22n60%2CwideS%2CwideL%2Cn160%22%2C%22imageSearchOptions%22%3A%22closed%22%2C%22META_INFO%22%3A%7B%22title%22%3A%22QueryFinderChartWeb%22%2C%22tbl_id%22%3A%22results%22%7D%7D&options=%7B%22tbl_group%22%3A%22results%22%2C%22removable%22%3Afalse%2C%22showTitle%22%3Afalse%2C%22pageSize%22%3A100%7D,http://skymapper.anu.edu.au/cone-search/requests/5E8XBWDJ/,,
2019wck,0.044994,,N,2MASX J10402857-4006468 ,10:40:28.526 , -40:06:43.06,10:40:28.57,-40:06:46.7,2019-12-04 ,142,SN/NED discrepancy?,,,18.174,,17.627,0.50,-3.64,3.67,172.11,,,,,,
2019qmj,0.05,,N,WISEA J032246.04-541338.5 ,03:22:46.250,-54:13:40.51,03:22:46.06,-54:13:38.4,2019-09-21,216,SN,,,18.053,,17.647,-1.67,2.05,2.64,320.90,,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19xa.png,,,,
AT2016jbs,0.055,,Y,MCG -02-24-017 (PSO J092207.104-094503.503),09:22:08.58, -09:45:17.57,9:22:07.1,-9:45:03.4,2016-12-25,1216,NED,09 22 07.101,-09 45 03.52,18.5,,17.7,-21.86,14.05,25.99,302.72,,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1092208580094517500/,,,,
2019aox,0.031538,,N,MCG -01-11-007 PS1 99950630631596848        ,04:12:15.000,-06:42:09.29,04:12:14.80,-06:42:15.0,2019-02-05,444,NED,4:12:14.8000,-6:42:15.000,18.587,,17.7,-2.98,-5.71,6.44,207.56,11/25/19 - LRIS,,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=63.0625-6.702581&filter=color,,,
2019ons,0.037,,N,MCG -03-55-010,21:54:05.051,-16:09:34.28,21:54:05.38,-16:09:32.6,2019-08-25,243,NED,21:54:05.389,-16:09:32.887,18.48,,17.75,4.74,1.68,5.03,70.48,,,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=328.52105067143-16.159523&filter=color,,,
2018fhw,0.017,,N, 2MASX J04180598-6336523,04:18:06.27 ,-63:36:54.25,04:18:06.02,-63:36:51.9,2018-08-21,612,NED,,,18.031,,17.761,-1.67,2.35,2.88,324.66,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18tb.png,,,,
ASASSN17gb,0.029264,2017dys,Y,PSO J230502.002-263806.539,23:05:02.06 ,-26:38:05.93,,,2017-05-09,1081,NED,23:05:02.011,-26:38:06.64,18.212,,17.782,-0.66,-0.71,0.97,222.78,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17gb.png,,,,
2018bfe,0.060885,,N,CGCG 043-102,13:01:55.38,07:36:06.07,13:01:54.962,+07:35:55.86,2018-05-05,720,NED,,,18.648,,17.887,-6.21,-10.21,11.95,211.33,,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1130155361073606500/,,,,
2018ebu,0.061,,Y,2MASX J21571983-4534417,21:57:19.87,-45:34:39.29,21:57:19.83,-45:34:41.6,2018-07-22,642,SN,,skym,18.257,,17.903,-0.42,-2.31,2.35,190.30,06/05/2019-SOAR,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18pu.png,http://skymapper.anu.edu.au/cone-search/requests/XXI2QWQK/,,,
SN2017ux,0.07,,Y,PSO J092253.106-031249.931 (2MASX J09225310-0312502 ),09:22:53.20,-03:12:52.36,09 22 53.103,-03 12 49.92,2017-01-23,1187,SN,,,18.146,,17.945,1.45,-2.44,,149.23,11/21/17-KAST,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1092253240031252600/,,,,
2019eim,0.039,,N,2MASS J23494319-6942038,23:49:42.938,-69:42:02.38,23:49:43.26,-69:42:03.1,2019-05-01,359,SN,,,18.098,,17.951,1.68,-0.72,1.82,113.25,,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19ln.png,,,,
AT2017evc,0.049,,Y,PSO J211750.621-250626.654,21:17:50.88,-25:06:23.97,,,2017-06-18,1041,galaxy?,21:17:50.624,-25:06:26.73,18.578,,17.953,-3.48,-2.76,4.44,231.56,,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1211750870250623300/,,,,
2019kcx,0.025,,N,CGCG 013-107 ,12:14:10.682,-00:50:45.57,12:14:11.317,-00:49:53.65,2019-07-02,297,NED,,,18.849,,17.983,9.52,51.92,52.79,10.39,,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=183.544542&dec=-0.846031&scale=0.1981,,,
SN2017yn,0.07,,Y,PSO J113237.962-250331.668 (2MASS J11323796-2503316  ),11:32:37.97,-25:03:32.32,,,2017-01-18,1192,SN,11:32:37.957,-25:03:31.61,18.715,,17.995,-0.18,0.71,0.73,346.03,03/27/19-SOAR,,https://wis-tns.weizmann.ac.il/object/2017yn,,,
2019cpe,0.054,,N,2MASX J09501327-140129,09:50:12.989,-14:01:39.58,09:50:13.26,-14:01:30.2,2019-03-26,395,SN,9:50:13.2534,-14:01:30.421,18.50270081,,17.99850082,3.85,9.16,9.93,22.79,02/15/20-LRIS,,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=147.5541204-14.0276608&filter=color&filetypes=stack&auxiliary=data&auxiliary=mask&size=600&output_size=0&verbose=0&autoscale=99.500000&catlist=,,,
2020bqo,0.031729,,N,LEDA 935058,03:07:24.525, -13:39:01.34,03:07:24.88,-13:39:04.7,2020-02-02,82,NED,'3:07:24.906,-13:39:04.846,18.96,,18.02,5.17,-3.36,6.17,123.00,,,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=46.85218885-13.6503718&filter=color&filetypes=stack&auxiliary=data&size=400&output_size=0&verbose=0&autoscale=99.500000&catlist=,,,
2018hgc,0.051782,,Y,2MASX J00420581-0237394 (PSO J004205.827-023739.272),00:42:04.560,-02:37:40.80,00:42:05.83,-02:37:39.4,2018-10-10,562,NED,0:42:05.829,-2:37:39.350,18.44,,18.084,19.03,1.40,19.08,85.79,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18xr.png,,,,
2018feb,0.014757,,N,CGCG 139-041 (PSO J171011.062+213858.555),17:10:11.16,21:38:56.53,17:10:11.070,21:38:58.4,2018-08-16,617,NED,17:10:11.068,+21:38:58.528,18.547,,18.089,-1.25,1.87,2.25,326.14,05/04/2019 - KAST,http://www.webalice.it/e.prosperi/obs/sne/CGCG139-041_2018feb_20180828.jpg,,,,
AT2018tt,0.060005,,Y,2MASX J09542381-1439215 (PSO J095423.795-143921.881),09:54:23.20,-14:39:18.25,09:54:23.80,-14:39:21.7,2018-02-13,801,NED,09 54 23.795,-14 39 21.88,18.6,,18.1,8.63,-3.63,9.37,112.80,02/15/20-LRIS,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18co.png,,,,
2018are,0.08,,N,2MASX J13492678+2627426,13:49:26.88,26:27:42.91,13:49:26.754,26:27:42.82,2018-04-05,750,NED,,,18.947,,18.119,-1.69,-0.09,1.69,266.96,02/12/20-KAST,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18hh.png,,,,
PS16duv,0.039964,2016fck,Y,PSO J013651.248-084824.846 (2MASX J01365130-0848250 ),01:36:51.24 ,-08:48:27.04,01 36 51.254,-08 48 24.99,2016-08-14,1349,NED,,,19.233,,18.168,-0.21,-2.05,,185.78,11/21/17-KAST,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1013651230084827000/,,,,
2018apm,0.03,,Y,LEDA? PGC620583 - Skym ID 53327747,11:31:23.74,-37:36:08.64,11:31:24.527,-37:36:09.616,2018-04-03,752,SN,,,,,18.303,9.35,-0.98,9.40,95.96,03/27/19-SOAR,https://southernstars-observatory.org/sn-sso/2018/asassn-18gr.html,http://skymapper.anu.edu.au/cone-search/requests/EYSSQ7IS/,,,
ASASSN16kz,0.0097,2016gsb,Y,ESO 555- G 029 (PSO J060427.433-202113.320),06:04:28.140,-20:20:24.94,06:04:27.46,-20:21:13.5,2016-10-08,1294,NED,06 04 27.433,-20 21 13.27,19.375,,18.317,-9.94,-48.33,49.34,191.63,11/25/19 - LRIS,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16kz.png,,,,
2018auo, 0.105,K2,Y,2MASX J13294000-0441211,13:29:40.26,-04:41:19.03,13:29:40.03,-04:41:21.2,2018-04-06,749,NED,13:29:40.0316,-4:41:21.249,19.28930092,,18.32579994,-3.41,-2.22,4.07,236.98,,,,,,
SN2017hhz,0.0392,,N,UGC 01218 (PSO J014417.370+121516.846),01:44:16.89,+12:15:19.59,01:44:17.40,12:15:16.0,2017-10-12,925,NED,01 44 17.370,12 15 16.70,18.886,,18.393,7.04,-2.89,7.61,112.33,11/25/19 - LRIS,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1014416901121518800/,,,,
2018agk,0.026128,K2,Y,IC 0855 (PSO J131036.900-042904.543),13:10:36.39,-04:29:08.67,13:10:36.90,-04:29:04.3,2018-03-10,776,NED,13 10 36.890,-04 29 04.61,18.48,,18.4,7.48,4.06,8.51,61.50,,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1131036370042908600/,,,,
AT2017ilu,0.0615,,Y,ESO 355-IG 012 - Skymapper 6961451	,02:23:09.48,-32:52:20.20,2:23:09.439,-32:52:21.144,2017-11-22,884,"Galaxy, ATel 11019",,skymapper:,18.905,,18.421,-0.52,-0.94,1.08,208.69,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17pr.png,http://skymapper.anu.edu.au/cone-search/requests/M03407GK/,triple system? Unsure which one is host,,
2018hfr,0.022599,,N,2MASX J09305509-0434173 (PSO J093055.079-043417.277	),09:30:55.10,-04:34:16.25,09:30:55.10,-04:34:17.4,2018-10-10 ,562,NED,9:30:55.087,-4:34:17.290,18.782,,18.436,-0.19,-1.04,1.06,190.59,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18xn.png,,,,
2019gqv,0.017549,,N,2MASX J07502152-7252435 ,07:50:19.310 ,-72:52:34.79,07:50:21.51,-72:52:42.8,2019-06-01 ,328,NED,,,18.98,,18.455,9.72,-8.01,12.59,129.51,,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19ny.png,,,,
ASASSN16gm,0.036,2016cyh,Y, GALEXASC J200348.67-601528.7,20:03:49.305,-60:15:21.308,20:03:48.68,-60:15:28.7,2016-06-24,1400,SN,,skym,18.477,,18.468,-4.65,-7.39,8.73,212.18,05/10/2019-SOAR,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16gm.png,http://skymapper.anu.edu.au/cone-search/requests/E1R9UD6E/,,,
2018alh,0.063310,K2,Y,"(2MASX J13254895-0706270 ) 
PSO J132548.960-070626.953",13:25:49.07,-07:06:28.06,13:25:48.95,-07:06:26.9,2018-03-20,766,NED,13 25 48.963,-07 06 26.90,18.736,,18.473,-1.59,1.16,1.97,306.07,,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1132549070070627800/,,,,
Gaia17adz,0.053,2017lb,Y,PSO J101249.594-180650.089,10:12:49.86,-18:06:45.83,,,2017-01-24,1186,NED,10:12:49.588,-18:06:50.13,19.152,,18.483,-3.88,-4.30,5.79,222.04,02/15/20-LRIS,,http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia17adz/,,,
AT2017eym,0.059,Gaia17bpt,N,PSO J002734.074-123200.356 ( LEDA 951417),00:27:34.00,-12:32:02.76,,,2017-06-22,1037,host galaxy,00 27 34.083,-12 32 00.35,19.34,,18.498,1.22,2.41,2.70,26.76,,,https://wis-tns.weizmann.ac.il/object/2017eym,,,
2019omk,0.041,,N,GALEXASC J232130.77-613657.8,23:21:31.142,-61:36:58.82,23:21:30.94,-61:36:57.4,2019-08-23,245,SN,,,,,18.518,-1.44,1.42,2.02,314.59,,,,,,
SN2018km,0.048,,Y,2MASX J03161380-1500449 (PSO J031613.804-150044.747),03:16:13.63,-15:00:46.98,03:16:13.82,-15:00:45.1,2018-01-22,823,SN,03 16 13.812,-15 00 44.80,19.587,,18.585,2.64,2.18,3.42,50.42,10/27/2018-SOAR,,https://wis-tns.weizmann.ac.il/object/2018km,,,
AT2017ejw,0.019117,,Y,PSO J011233.690+001736.411 (UGC 00757),01:12:34.24,+00:17:31.13,,,2017-05-31,1059,NED,01:12:33.692,00:17:36.26,18.974,,18.777,-8.22,5.13,9.69,301.97,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17hb.png,,,,
2018kav,0.0325,,N,2MASXi J0450545-175914 (PS1 ID 86410727271225267),04:50:54.597,-17:59:12.08,04:50:54.580,-17:59:14.90,2018-12-17,494,SN,4:50:54.5220,-17:59:15.227,18.7,,18.81,-1.07,-3.15,3.32,198.78,10/29/19-KAST,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1045054630175911800/,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1045054630175911800/,,,
2018ajj,0.113,,Y,PSO J134735.816-052023.409 (2MASX J13473582-0520229 ,13:47:35.71,-05:20:31.57,,,2018-03-18,768,galaxy,13 47 35.803,-05 20 23.45,19.479,,18.851,1.39,8.12,8.24,9.71,02/15/20-LRIS,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1134735700052031500/,,,,
ATLAS17exn,0.051,2017djn,N,PSO J125726.247-175148.356 (GALEXASC J125726.20-175148.4 ,12:57:25.95,-17:51:48.7,,,2017-04-20,1100,NED,12:57:26.239,-17:51:48.310,19.279,,18.883,4.13,0.39,4.14,84.60,,,https://wis-tns.weizmann.ac.il/object/2017djn,,,
2019bkh,,0.01951,N,MCG +05-31-141,13:08:57.319 ,+28:16:51.92,13:08:57.176,+28:16:49.85,2019-03-03,418,NED,,,19.18,,18.883,-1.89,-2.07,2.80,222.38,02/12/20-KAST,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19ec.png,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19ec.png,,,
Gaia16bbk,0.027,2016fca,P,J011945.426+095343.815,01:19:45.40,+09:53:42.60,01 19 45.438,09 53 43.60,2016-08-17,1346,NED,,,19.124,,19.033,-0.56,-1.00,,209.32,11/21/17-KAST,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1011945421095342700/,,,,
ATLAS17foe ,0.055,2017edy,N,SDSS J120453.19+064748.5 ,12:04:53.59,+06:47:50.7,12:04:53.197,6:47:48.6,2017-05-19,1071,NED,,,19.355,,19.037,-5.85,-2.10,6.22,250.26,,,https://wis-tns.weizmann.ac.il/object/2017edy,,,
2018adf,0.113,K2,Y,SDSS J131842.77-004533.8/107081996782609145,13:18:42.7,-00:45:33.00,,,2018-03-08,778,SN,13:18:42.7753,-0:45:33.716,19.72480011,,19.05970001,1.13,-0.72,1.34,122.37,02/15/20-LRIS,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=199.678222625&dec=-0.759166714454&scale=0.1981,,,
2018abz,0.054858,,Y,LCRS B101737.6-062228  (PSO J102008.039-063734.798),10:20:08.05,-06:37:33.81,10:20:08.02,-06:37:35.6,2018-03-07,779,NED,10 20 08.030,-06 37 34.70,19.5,,19.084,-0.30,-0.89,0.94,198.51,02/15/20-LRIS,,https://wis-tns.weizmann.ac.il/object/2018abz,,,
ATLAS17exq,0.05,2017djm,Y,PSO J120649.966-242808.069 ( PGC 789656),12:06:50.32,-24:28:06.2,,,2017-04-16,1104,SN,12:06:49.969,-24:28:08.11,20.306,,19.11,-4.79,-1.91,5.16,248.27,06/05/2019-SOAR,,https://wis-tns.weizmann.ac.il/object/2017djm,,,
SN2017itv,0.077,,Y,2MASX J04404501-2755038 (PSO J044045.041-275504.613),04:40:45.38,-27:55:00.34,04:40:45.01,-27:55:03.8,2017-12-05,871,ATel ( galaxy lines),04 40 45.048,-27 55 04.49,19.629,,19.11,-4.40,-4.15,6.05,226.68,12/08/18-LRIS,,https://wis-tns.weizmann.ac.il/object/2017itv,,,
2018how,0.051300,,N,GALEXASC J232612.68-254424.6 (PSO J232612.697-254424.236        ),23:26:12.72,-25:44:24.32,23:26:12.77,-25:44:23.6,2018-10-26 ,546,NED,23:26:12.705,-25:44:24.340,19.46,,19.173,-0.20,-0.02,0.20,264.36,,,,,,
2019yyb,0.068,,N,2MASX J09034975-0532066 (,09:03:48.867,-05:34:00.55,09:03:48.794,-05:34:00.18,2019-12-27,119,SN ? probably incorrect z,,,19.6,,19.2,-1.08983589,0.37,1.15,288.75,,,,,,
2018ilu,0.007?,,Y,GALEXASC J233320.83+044840.5 ,23:33:20.98 ,04:48:34.66,23:33:20.83,04:48:40.5,2018-11-12,529,"SN/galaxy, 3 diff values: ATEL 12216, 12286, TNS",,,19.45,,19.21,-2.24,5.84,6.26,339.00,6/29/2019-LRIS? S/N insufficient?,https://www.flickr.com/photos/152958240@N05/44994115305/,,,,
SN2017gfa,0.073,,N,PSO J224150.194-260624.137? (maybe 2dFGRS S121Z266 ),22:41:50.03 ,-26:06:26.10,,,2017-08-14,984,NED,22:41:50.202,-26:06:24.22,19.693,,19.218,2.32,1.88,2.98,50.94,,https://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1224150020260626100/,,,,
2019nhy,0.06,,N,GALEXASC J174643.48+230156.0,17:46:43.737,+23:01:55.67,,,2019-08-09,,SN,17:46:43.403,+23:01:55.401,19.57,,19.22,-4.61,0.27,4.62,266.66,09/24/19 - LRIS,,,,,
